imdb_id,gross,release_time,duration,out_week,first_pub_before_release_week,last_pub_after_out_week,first_pub_before_release,last_pub_after_out,average_post_t1,average_post_t2,average_post_t3,average_post_t4,average_post_t5,average_post_t6,average_post_t7,video_t1,video_t2,video_t3,status_t1,status_t2,status_t3,offer,swf,photo_t1,photo_t2,photo_t3,link_t1,link_t2,link_t3,question_t1,question_t2,question_t3,na_t1,na_t2,na_t3,wall_post,created_note,created_event,added_video_t1,added_video_t2,added_video_t3,mobile_status_update_t1,mobile_status_update_t2,mobile_status_update_t3,app_created_story_t1,app_created_story_t2,app_created_story_t3,added_photos_t1,added_photos_t2,added_photos_t3,shared_story_t1,shared_story_t2,shared_story_t3,avg_like_cnt_t1,avg_like_cnt_t2,avg_like_cnt_t3,avg_like_cnt,avg_com_cnt_t1,avg_com_cnt_t2,avg_com_cnt_t3,avg_com_cnt,avg_share_cnt_t1,avg_share_cnt_t2,avg_share_cnt_t3,avg_share_cnt,avg_star_rating,avg_sen_score,avg_sen_score_2,avg_sen_score_3,pos_rate,neg_rate,review_cnt,feature_clusters
tt1712170,26000000,2233,12,2244,2222,2305,11,61,1,5.25,6.5,1.333333333,0.5,0.5,0.049180328,7,3,1,0,0,0,0,0,48,13,5,2,0,1,1,0,0,4,0,2,0,0,0,6,3,0,0,0,0,0,0,0,46,13,3,2,0,2,243.431,528.062,304.973,309.765,28.7414,51.0625,33.5676,34.1235,36.6552,59.0625,41.5,42.1481,4.01417,8.91758369,11.907743,0.529314827,0.871499176,0.128500824,607,0
tt1716777,12000000,2217,9,2225,2204,2240,13,15,2.769230769,13,18.5,7.444444444,2.25,3.5,0.066666667,19,5,8,31,3,0,0,0,25,20,11,85,39,5,2,0,0,5,4,2,0,0,0,4,1,0,31,3,0,0,0,0,18,15,9,104,44,13,38.8642,207.446,79.8584,479.866,4.31482,12.4308,6.34071,24.2213,14.1235,157.985,46.854,199.98,4.14286,16.56011695,19.89830508,0.604855085,0.898305085,0.101694915,118,2
tt1720616,7300000,2201,15,2215,2195,2305,6,90,0,0.5,2,2.066666667,5,2.75,0.144444444,2,3,7,1,0,0,0,0,2,0,31,4,28,3,1,0,3,1,0,5,0,0,0,1,0,1,1,0,0,0,0,0,2,0,29,5,31,9,5.5,5.32258,5.36585,30.6588,1.2,1.03226,1.07317,3.03529,6.9,1.6129,2.90244,3.41176,3.57407,17.06500114,19.78409091,0.577018182,0.852272727,0.147727273,88,1
tt1726669,220000,2221,3,2223,2206,2244,15,21,2.266666667,7.75,8.75,15.66666667,3.25,0,0.19047619,6,0,0,3,1,0,0,0,53,42,14,38,4,3,0,0,0,3,1,1,0,0,0,1,0,0,3,1,0,0,0,0,49,39,13,44,6,3,23.45,116.639,41.6066,62.6585,3.21,10.4167,4.31967,6.88415,15.36,27.2222,18.3197,19.9878,3.38776,4.005828261,3.956521739,0.193719565,0.608695652,0.391304348,46,0
tt1735898,155000000,2213,15,2227,2198,2258,15,31,2.2,4.5,12.75,5.066666667,8.5,0.5,0.161290323,34,15,1,2,0,1,0,0,29,20,30,33,39,9,4,2,0,10,3,0,0,1,0,7,2,1,2,0,1,2,0,0,22,16,30,59,54,9,2071.78,3080.82,2525.61,2477.72,85.3235,166.431,119.851,133.352,246.216,182.338,228.224,202.886,3.87052,9.748310808,12.1281337,0.607493036,0.885793872,0.114206128,1795,2
tt1742336,1600000,2215,11,2225,2197,2250,18,25,0.666666667,2.5,5.25,1.727272727,0.25,0.25,0.12,7,6,0,1,0,4,0,0,15,11,1,20,2,0,0,0,0,3,1,0,0,0,0,5,3,0,1,0,3,0,0,1,9,9,1,25,6,0,8.55814,21.6842,12.5806,17.0896,1.06977,3.52632,1.82258,2.13433,1.67442,7.42105,3.43548,3.89552,3.47368,10.11403077,14.07692308,0.214569231,0.692307692,0.307692308,13,1
tt1748122,46000000,2212,24,2235,2193,2302,19,67,1.894736842,6.25,11.75,6.375,2,1.25,0.567164179,10,36,1,18,5,2,0,0,22,60,34,56,50,14,2,2,0,2,5,1,0,2,0,0,3,0,18,5,2,0,0,0,14,49,13,74,89,35,45.7778,536.829,323.548,476.92,10.0926,23.5411,17.864,19.8301,9.53704,69.5685,43.892,51.3526,4.09545,14.57140287,17.0215311,0.617278469,0.892344498,0.107655502,418,1
tt1748227,6800000,2239,6,2244,2229,2278,10,34,1.2,11.75,10.5,6.166666667,0,0,0.294117647,14,6,2,16,0,2,0,0,44,21,5,27,10,1,0,0,0,2,5,1,0,0,0,4,1,0,16,0,2,0,0,0,40,16,4,39,15,3,404.238,555.892,444.899,450.642,33.3564,34.4595,33.6522,34.527,48.9703,67.5135,53.942,54.0946,4.07447,4.498182418,7.450549451,0.257521978,0.747252747,0.252747253,91,0
tt1753813,72000,2219,2,2220,2211,2252,8,32,0,3,7,7.5,2.75,0.5,0.65625,4,1,3,6,0,1,0,0,9,3,9,21,11,21,0,0,0,7,1,4,0,0,0,0,0,0,6,0,1,0,0,0,2,2,2,25,12,27,12.95,23.3333,12.95,17.2809,1.025,1.58333,1.025,1.55056,2.875,6.41667,2.875,2.73034,2.81818,9.577654545,14.63636364,0.293754545,0.727272727,0.272727273,11,2
tt1758610,525000,2229,2,2230,2147,2300,82,70,2.317073171,10,21.5,34,2.75,0,1.7,20,2,6,182,28,35,0,0,66,26,69,48,12,20,0,0,0,77,13,31,3,0,0,0,0,0,105,17,6,0,0,0,42,23,66,89,15,27,168.263,633.921,168.263,279.903,8.10127,28.8947,8.10127,13.3677,18.1835,68.3421,18.1835,35.5895,4.95556,18.72169659,21.36363636,0.836639773,1,0,88,2
tt1758830,68000000,2242,11,2252,2192,2304,50,52,0.2,4,14.25,4.727272727,5,0.25,0.538461538,14,11,11,1,0,2,0,0,45,30,24,23,11,8,0,0,4,4,2,5,0,1,0,0,0,2,0,0,1,0,0,0,40,28,23,39,21,18,847.711,1328.54,1037.31,792.114,17.1446,33.24,23.0615,20.6141,75.4458,66.74,73.0846,56.212,3.39428,5.151215767,8.447084233,0.379379698,0.842332613,0.157667387,926,1
tt1764183,7900000,2228,19,2246,2192,2286,36,40,0.444444444,0.25,0.5,0.684210526,0,0,0.025,2,0,0,0,0,0,0,0,9,11,1,8,2,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,7,9,1,9,2,0,25.2632,217.846,103.5,101.061,4.94737,48.3077,22.5625,22,5.05263,36.6923,17.9062,17.3939,3.96104,16.26518,23.64,0.514245333,0.893333333,0.106666667,77,2
tt1764651,85000000,2224,15,2238,2217,2246,7,8,0,1.5,2.25,0.933333333,2.25,0.75,0,0,3,0,0,0,0,0,0,11,11,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,14,10,827.133,2217.82,1394.67,1738.95,44.2,157.909,96.5833,95.9756,255.067,450.273,338.958,358.268,4.39733,11.42527398,14.74177468,0.590520738,0.908275174,0.091724826,1003,0
tt1767382,13000000,2201,6,2206,2168,2234,33,28,0.181818182,8.5,13.5,7.333333333,0,0,0.321428571,9,5,5,16,5,0,0,0,10,5,1,57,27,3,2,2,0,2,3,1,0,0,0,1,0,0,16,5,0,5,9,0,6,2,0,64,25,8,59.0957,210.568,107.391,105.748,7.93617,47.3409,20.5,21.0272,3.39362,5.59091,4.0942,4.67347,2.14706,-4.645924375,-6.06875,-0.17878875,0.38125,0.61875,160,0
tt1772341,189000000,2235,27,2261,2154,2305,81,44,0.864197531,5.75,9.5,4.703703704,0.75,1.25,0.590909091,18,12,3,10,2,3,0,1,85,109,20,15,1,8,2,3,0,14,16,1,0,0,0,12,5,1,5,1,3,3,0,0,77,96,19,20,9,10,2928.83,12254.8,7478.25,7350.91,150.351,584.387,362.453,342.11,251.351,572,408.551,398.688,4.63364,8.119482127,12.14157591,0.596296348,0.98078155,0.01921845,1561,1
tt1772925,2600000,2201,25,2225,2137,2302,64,77,1.53125,6.5,9.75,6.32,1.5,0.75,1.428571429,6,5,12,16,13,13,0,0,52,83,71,89,57,23,0,0,0,1,3,0,0,0,0,2,0,0,16,13,13,0,15,0,50,74,67,94,53,39,34.2761,122.404,75.4304,239.323,3.25153,13.3205,8.20253,12.2455,7.1411,15.2051,11.1108,28.9705,4.15789,13.8494,17.6,0.65788,0.9,0.1,10,2
tt1781769,13000000,2237,16,2252,2198,2302,39,50,2.205128205,6.75,9.5,10.75,0,0,0.12,6,11,0,50,35,0,0,0,43,54,6,45,71,0,7,1,0,11,2,0,0,0,0,0,0,0,50,35,0,0,0,0,33,48,1,57,87,5,280.517,408.567,350.914,368.219,14.9272,18.2622,16.8218,17.0365,48.7417,47.5915,49.1254,47.9362,3.36508,9.275622314,13.58264463,0.450691322,0.892561983,0.107438017,242,2
tt1787988,2700000,2239,4,2242,2195,2293,44,51,0.318181818,6.5,11.25,6.75,0.5,0.75,1.196078431,22,4,29,5,3,5,0,0,16,5,16,41,15,16,1,0,0,6,3,0,0,0,0,0,0,0,5,3,5,1,0,0,11,2,12,62,19,49,274.765,536.482,337.568,232.27,27.1294,118.778,48.8468,32.5225,58.1294,64.1111,59.9279,39.2753,4.0241,9.079107595,13.44303797,0.501106329,0.911392405,0.088607595,79,2
tt1790885,96000000,2242,16,2257,2222,2283,20,26,0.8,4.5,7.25,8.3125,0,0,0.076923077,7,18,0,3,0,0,0,0,52,114,1,1,1,1,0,0,0,3,3,0,0,0,0,6,17,0,1,0,0,0,0,0,44,108,1,9,5,1,940,2191.52,1800.59,1760.78,59.2857,119.519,99.8936,98.7576,184.048,151.847,164.005,159.707,4.35844,3.981032022,9.341370558,0.268598942,0.881556684,0.118443316,2366,2
tt1790886,87000000,2223,16,2238,2205,2292,18,54,0.333333333,1.75,11.5,4.5625,0,0,0.111111111,13,12,0,0,0,0,0,0,33,46,6,13,13,0,0,2,0,3,6,0,0,0,0,6,3,0,0,0,0,0,0,0,10,32,6,40,32,0,750.475,1288.21,1024.44,1025.19,30.7627,55.1096,43.2901,43.0725,155.492,132.973,141.748,138.514,3.73181,10.56140816,13.73413897,0.530474471,0.874622356,0.125377644,664,1
tt1800741,35000000,2221,11,2231,2204,2241,17,10,0.352941176,0,2,3,0,4.5,1.1,4,5,7,1,2,1,0,0,6,19,12,3,5,9,0,2,0,2,2,0,0,0,0,1,0,1,1,2,1,0,0,0,4,15,12,6,14,15,1027.36,938.545,965,800.118,139.786,45.8485,73.8298,56.9079,856,299.909,465.553,337.671,4.47619,21.09921397,26.53676471,0.686513971,0.977941176,0.022058824,137,2
tt1815852,3400000,2223,10,2232,2202,2306,21,74,0.142857143,0.25,0,0,0,0,0.040540541,1,0,1,1,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,56.75,0,56.75,35.4286,4,0,4,2.28571,23,0,23,13.1429,4.15625,9.932283871,13.25806452,0.456077419,0.838709677,0.161290323,31,1
tt1817676,2600000,2210,6,2215,2193,2305,17,90,0.411764706,0.75,4,3,0,0,0.077777778,5,6,2,0,0,0,0,0,21,11,3,0,0,2,0,1,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,19,11,1,5,5,4,212,153.5,188.068,168.627,35.5769,24.3889,31,27.7059,19.8846,4.66667,13.6591,12.549,3.73333,11.53601429,22.71428571,0.4067,1,0,7,1
tt1827512,1400000,2202,14,2215,2194,2248,8,33,0,2.75,5.25,4.071428571,0.5,1,0.060606061,2,2,0,1,4,0,0,0,8,6,0,20,45,8,1,0,0,2,0,0,0,0,1,1,0,0,1,4,0,0,0,0,7,4,0,20,49,8,0.6875,1.66667,1.31461,1.61856,0,0.473684,0.303371,0.319588,0,0.157895,0.101124,0.0927835,3.6,5.801681818,6.909090909,0.223181818,0.636363636,0.363636364,11,2
tt1838544,12000000,2199,8,2206,2188,2305,11,99,0.090909091,0,0.75,0.875,0,1,0.04040404,2,2,1,0,0,2,0,0,2,5,3,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,2,4,3,2,2,2,252.75,301.667,282.1,270.579,19.5,28.3333,24.8,29.8947,29,23.8333,25.9,19.5789,3.6,16.0182623,19.1928663,0.7632697,0.8681862,0.1318138,0,2
tt1839492,2500000,2221,14,2234,2210,2306,11,72,0.181818182,0.5,3,1.642857143,1.25,0,0.166666667,1,0,0,0,3,0,0,0,1,5,14,14,15,3,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,3,13,14,17,4,96.5,111.545,105.211,509.571,7.5625,5.45455,6.34211,16.0357,21.6875,13.8182,17.1316,43.2679,4.30233,17.05679512,19,0.729129268,0.926829268,0.073170732,41,1
tt1840417,11000000,2227,5,2231,2194,2294,33,63,0.787878788,5.75,11.75,9.4,0,2,0.873015873,16,7,9,5,1,1,0,0,42,24,40,27,14,13,6,1,0,13,4,0,0,0,0,2,0,2,5,1,1,0,0,0,39,23,40,37,19,20,220.281,349.702,262.818,398.859,25.9062,21.383,24.4196,25.4417,50,43.1489,47.7483,62.3398,3.63218,10.34943235,13.72352941,0.473564118,0.841176471,0.158823529,170,2
tt1853728,163000000,2243,21,2263,2164,2305,79,42,3.936708861,14.25,29.5,9.761904762,0.5,1.25,0.952380952,27,14,5,116,2,1,0,0,259,165,38,75,19,3,9,5,0,54,13,1,1,0,0,2,3,0,83,0,0,1,0,0,239,153,2,106,36,44,638.099,5111.99,1965.37,1914.37,34.821,266.888,103.669,99.4214,211.504,577.922,320.21,303.374,4.62197,4.774319043,9.185918316,0.373419544,0.896016036,0.103983964,3997,2
tt1855199,41000000,2229,18,2246,2209,2304,20,58,2.8,8.75,20.25,6.722222222,1.5,0,0.189655172,18,20,4,16,15,1,0,0,40,36,10,91,49,2,7,1,0,10,10,0,0,1,0,6,0,1,16,15,1,0,0,0,37,28,10,103,67,5,258.849,1107.76,603.345,703.768,12.4651,49.3729,27.453,33.3129,20.8895,45.9153,31.1498,36.5065,4.41732,7.917037136,11.30582524,0.510993083,0.887135922,0.112864078,824,2
tt1855325,42000000,2228,10,2237,2098,2305,130,68,1.476923077,7.25,9.25,7.8,11,9.25,0.264705882,63,8,11,21,0,3,0,3,82,65,69,89,5,16,0,0,0,10,2,6,0,0,0,43,5,3,14,0,1,37,0,0,79,61,62,75,10,27,10786.1,27610.4,13972.2,14811.2,650.922,800.257,686.328,637.349,1051.46,1796.09,1206.4,1117,3.17765,2.613257273,4.284848485,0.203007273,0.666666667,0.333333333,330,0
tt1859650,17000000,2216,22,2237,2203,2266,13,29,0.461538462,0,0.5,0.818181818,1.25,8.75,0.827586207,2,1,6,1,2,0,0,0,1,3,43,4,12,15,0,0,0,1,1,1,0,0,0,1,0,3,0,2,0,0,0,0,1,1,42,5,14,18,156.25,71.75,99.9167,314.411,14.25,7.6875,9.875,17.4667,120.125,10.5625,47.0833,29.8222,3.58416,23.246928,30.13333333,0.629865333,0.893333333,0.106666667,76,1
tt1862079,4000000,2214,20,2233,2187,2259,27,26,2.296296296,16,16,8.2,6.25,0.25,0.153846154,15,5,4,35,18,0,0,3,27,57,18,104,80,8,9,1,0,32,40,1,0,1,2,5,1,2,35,18,0,6,22,0,21,49,18,88,34,9,12.8421,82.4487,39.8491,70.0495,2.29474,16.2756,8.51775,9.80729,3.65263,2.98718,3.39645,5.61458,4.15,15.34160968,18.14516129,0.700575806,0.935483871,0.064516129,62,1
tt1870529,5300000,2230,9,2238,2203,2299,27,61,1.851851852,3.75,10,2.777777778,0,1.5,0.114754098,14,3,1,12,1,0,0,0,61,20,9,18,1,3,0,0,0,11,1,0,0,0,0,0,0,0,3,0,0,0,0,0,56,19,6,35,5,7,63.1429,161.92,82.1385,83.1818,12.0381,31.04,15.6923,15.5245,19.619,29.68,21.5538,20.8601,4.31522,12.62343409,15.72727273,0.550417045,0.886363636,0.113636364,88,2
tt1876451,24000000,2224,8,2231,2204,2306,20,75,1.5,8.75,15.75,5.5,7,13.75,0.373333333,12,4,7,5,0,1,0,0,103,38,86,8,2,17,0,0,0,6,1,2,0,0,0,0,0,5,1,0,0,0,0,0,95,37,82,26,6,22,4329.26,13257.9,6285.74,7116.8,117.453,338.103,167.133,158.18,381.391,691.359,445.47,325.756,4.54839,12.49669422,14.9203125,0.754780938,0.965625,0.034375,640,2
tt1885265,35000000,2199,13,2211,2184,2303,15,92,4,12.75,24.75,3.615384615,0.75,0,0.27173913,15,10,3,24,4,1,0,0,101,11,13,58,21,10,12,1,1,12,2,2,0,0,1,1,0,3,24,4,1,0,0,0,92,9,12,80,32,10,155.457,661.34,247.973,489.291,23.9857,98.8723,37.6809,51.3263,20.1429,67.0851,28.7276,39.014,4.66268,11.85745505,14.75338189,0.724886785,0.96566077,0.03433923,961,1
tt1899353,4100000,2203,16,2218,2198,2306,5,88,0,0.25,5.75,4.5,5.5,7.5,0.511363636,4,6,9,1,2,1,0,0,5,6,62,14,58,25,0,0,0,0,1,1,0,0,0,0,0,4,1,2,1,0,0,0,5,5,61,18,64,30,79.6667,258.778,199.547,656.078,19.5417,45.4722,37.8211,54.7617,14.9583,21.2361,18.9053,54.4974,4.52414,12.03458108,16.36936937,0.43302973,0.810810811,0.189189189,111,0
tt1907668,94000000,2235,16,2250,2214,2263,21,13,0.380952381,0.75,5,4.4375,0.75,0.25,0.076923077,8,17,1,1,0,0,0,0,13,47,4,8,6,0,1,1,0,5,8,1,0,2,0,0,2,0,1,0,0,0,0,0,5,37,3,19,23,1,1640.06,3717.17,3122.11,3140.36,82.4839,179.169,151.989,155.43,135.355,227.746,200.14,205.243,4.1531,7.213288329,10.52310427,0.480296149,0.876777251,0.123222749,1688,2
tt1915581,114000000,2217,14,2230,2195,2295,22,65,0.5,6.5,12.25,5.428571429,7,1.5,0.215384615,9,9,4,0,0,1,0,0,46,63,36,27,3,7,4,1,0,6,6,1,0,0,0,3,4,0,0,0,1,0,0,0,35,52,29,42,14,17,3927.81,14387.6,8346.74,12040,210.081,566.225,362.449,547.357,1486.37,2805.17,2054.16,2202.74,3.91638,8.681435129,10.9957102,0.571328456,0.873689228,0.126310772,2100,1
tt1922777,48000000,2232,13,2244,2213,2306,19,62,0.526315789,4.75,6,3.307692308,2.5,5.25,0.048387097,5,6,2,0,0,0,0,1,48,35,31,0,1,0,0,1,0,0,1,2,0,0,0,4,6,1,0,0,0,0,0,1,48,35,29,1,1,1,884.509,4015.72,2287.03,2135.62,45.6415,247.837,136.208,127.354,116.189,271.744,185.865,178.8,3.72157,1.553765606,3.059090909,0.088093788,0.601515152,0.398484848,661,0
tt1931533,15000000,2232,11,2242,2204,2305,28,63,0.107142857,6.25,11,7.090909091,8.5,7.75,0.26984127,5,7,14,0,0,0,0,0,42,59,52,25,12,16,0,0,0,4,6,1,0,0,0,2,3,4,0,0,0,0,0,0,38,54,51,28,15,26,231.361,378.043,302.022,357.664,11.7222,18.5652,15.0935,16.6293,55.75,39.7971,48.3597,43.0517,3.49042,7.500196429,10.63492063,0.366723413,0.793650794,0.206349206,252,1
tt1954352,1800000,2211,10,2220,2065,2306,146,86,2.02739726,3.25,11.75,9.4,1.5,1.5,0.604651163,46,18,2,96,11,9,0,1,80,50,37,134,14,16,0,0,0,1,0,1,0,12,3,1,0,0,96,11,9,3,1,0,78,47,32,162,35,22,111.323,382.18,163.223,196.307,23.0758,54.6742,29.4386,29.3016,15.4494,44.3596,21.3682,23.7821,4.64,23.02225116,25.62790698,0.744467442,0.930232558,0.069767442,43,2
tt1980986,1500000,2205,4,2208,2210,2306,-5,98,0,0,0,0,0.75,0.25,28.60204082,0,0,40,0,0,4,0,0,0,0,12,0,0,2751,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,2791,0,0,0,3.59458,0,0,0,0.196295,0,0,0,0.111863,4.41667,12.40933158,15.57894737,0.702178947,0.947368421,0.052631579,19,1
tt1981677,65000000,2230,21,2250,2214,2305,16,55,0.875,7,21.25,5.80952381,0.75,1.25,0.654545455,20,26,4,4,1,0,0,0,55,67,34,47,27,6,1,1,0,14,5,5,0,2,0,0,0,0,4,1,0,0,0,0,35,61,29,74,53,10,857.087,6896.87,3803.92,6531.07,34.4409,199.95,115.194,190.874,87.8661,369.488,225.27,639.171,4.62763,10.04690096,13.54371002,0.639495203,0.973347548,0.026652452,939,1
tt1985017,3300000,2232,8,2239,2220,2233,12,-6,0.083333333,0,0.5,0.5,0,0,0,1,0,0,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,0,50,96.75,76.7143,76.7143,16.3333,44,32.1429,32.1429,61.3333,25,40.5714,40.5714,4.47791,12.66431475,16.04918033,0.556759426,0.87704918,0.12295082,244,2
tt1990314,3300000,2224,18,2241,2206,2254,18,13,1.333333333,2.25,4,3.722222222,0.25,0.75,1.692307692,3,4,5,0,1,0,0,0,3,2,10,43,60,11,0,0,0,0,1,1,0,0,0,2,2,0,0,1,0,0,0,0,3,1,10,44,62,15,6.91837,16.7353,12.6239,20.7394,0.673469,1.47059,1.13675,2.09155,3.18367,1.57353,2.24786,3.3169,4.16216,12.89798919,14.48648649,0.583862162,0.864864865,0.135135135,37,1
tt1991245,18000000,2212,8,2219,2198,2293,14,74,1.857142857,2.75,10.5,3.125,1,0,0.391891892,20,5,7,0,1,1,0,0,10,7,22,49,11,3,0,1,0,3,4,3,0,0,0,3,0,0,0,1,1,0,0,0,7,5,17,66,15,12,218.443,370.24,254.933,418.416,35.3544,76.52,45.25,55.635,55.038,44.92,52.6058,80.1971,2.80741,-1.628022951,-3.819672131,-0.067156557,0.418032787,0.581967213,122,0
tt1996264,1200000,2226,7,2232,2210,2302,16,70,0.625,3.25,11.75,8.142857143,0.25,0.75,0.128571429,12,9,2,3,5,0,0,0,28,25,9,22,15,2,5,3,0,16,6,2,0,0,0,2,0,0,3,5,0,0,0,0,25,24,5,24,22,6,41.9429,61.8421,50.874,54.4357,3.54286,4.07018,3.77953,4.00714,9.72857,5.57895,7.86614,8.41429,4.27586,16.20971379,20.96551724,0.739593103,1,0,29,1
tt2008513,894000,2209,8,2216,2116,2306,93,90,1.76344086,4.75,9.25,13.75,9.25,4.25,1.811111111,17,11,15,39,23,46,0,0,62,20,50,102,56,106,0,0,0,2,0,0,0,0,0,3,0,0,39,23,46,0,0,0,60,20,50,116,67,121,88.4364,74.6909,84.7315,236.146,5.78182,6.89091,6.14198,9.22486,54.6409,18.0273,43.1142,39.638,4,16.149075,19.5,0.71945,1,0,4,2
tt2011971,2000000,2206,25,2230,2194,2226,12,-4,0.666666667,0,2,0.6,0,0,0,3,3,0,0,0,0,0,0,7,3,0,6,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,10,13,0,3.375,5.86667,4.58065,4.58065,0.125,1.2,0.645161,0.645161,2.1875,0.466667,1.35484,1.35484,4.29412,19.2985,23.18181818,0.649209091,0.909090909,0.090909091,11,1
tt2016894,1500000,2224,2,2225,2157,2306,67,81,0.537313433,15.5,38,40.5,25.75,18.75,2.740740741,37,12,127,9,0,0,0,0,161,57,245,40,10,27,3,2,1,18,9,6,0,0,0,0,0,0,9,0,1,1,1,0,139,37,73,83,34,320,4028.8,6610.6,4028.8,4623.66,321.78,639.1,321.78,307.902,395.588,566.72,395.588,429.761,4,12.20355323,16.69354839,0.515812903,0.870967742,0.129032258,62,0
tt2023453,49000000,2222,21,2242,2090,2304,132,62,1.234848485,4,11.25,2.761904762,2.5,0,0.016129032,29,3,0,20,0,1,0,3,88,52,8,83,3,2,1,0,0,2,3,0,0,0,1,9,0,0,20,0,1,16,0,0,77,49,8,99,6,2,554.094,1835.5,768.926,859.133,155.446,145.673,154.587,152.273,61.0312,102.365,68.3911,69.8294,4.23704,17.57198103,21.40711462,0.66421502,0.932806324,0.067193676,253,1
tt2053352,1000000,2229,20,2248,2221,2287,8,39,0,3.25,3.75,2,0,0,0.102564103,2,0,1,0,2,0,0,0,13,14,2,13,24,1,0,0,0,5,1,0,0,0,0,2,0,0,0,2,0,0,0,0,7,7,0,14,30,4,4,8.4,6.58824,7.875,0.214286,0.75,0.529412,0.611111,1,1.65,1.38235,1.56944,4.81818,16.303,20.63636364,0.726818182,1,0,11,2
tt2073016,1200000,2234,11,2244,2219,2290,15,46,0.666666667,2.25,3,3.909090909,0.25,1.5,0.304347826,4,1,2,8,7,4,0,0,8,5,9,11,30,6,0,0,0,12,3,6,0,0,0,1,0,0,0,5,1,0,0,0,1,3,4,17,32,10,16.5484,8.83721,12.0676,35.3684,4.22581,1.55814,2.67568,4.30526,9.3871,0.953488,4.48649,5.98947,4.91667,16.79390833,22.25,0.739558333,1,0,12,2
tt2077851,2300000,2225,14,2238,2209,2286,16,48,2.5,4.75,10.5,5.857142857,0.5,0,0.770833333,13,12,0,14,9,36,0,0,18,30,0,56,31,3,0,0,0,16,10,1,0,0,0,1,1,0,5,1,35,4,1,0,7,17,0,68,52,3,33.4,92.9206,53.8907,50.6351,2.575,5.85714,3.70492,3.54054,6.66667,6.38095,6.56831,5.42342,4.22222,12.87768235,17.70588235,0.585741176,1,0,17,1
tt2083383,36000000,2229,13,2241,2223,2271,6,30,0,0.75,5.5,3.461538462,1,0.25,0.466666667,5,8,2,0,0,3,0,0,17,37,14,2,0,0,1,0,0,2,3,1,0,0,0,3,3,0,0,0,3,0,0,0,14,32,10,6,7,5,599,1329.32,1064.53,927.899,61.68,86.0488,78.1406,64.764,105.56,110,110.109,98.8202,4.348,13.75890062,17.01859504,0.702217562,0.95661157,0.04338843,486,2
tt2091473,7600000,2243,5,2247,2226,2292,17,45,0.235294118,1,14.25,7.2,0.25,0.75,0.355555556,16,9,4,5,3,0,0,0,25,13,16,19,11,0,0,0,0,0,0,2,0,1,0,4,0,0,5,3,0,0,0,0,24,6,14,31,27,4,87.2615,76.7778,83.67,85.5124,16.6308,45.25,25.51,24.4793,24.9077,15.2778,21.58,21.5041,3.30435,9.362447015,13.26119403,0.476312687,0.858208955,0.141791045,135,2
tt2097307,14000000,2225,8,2232,2208,2278,17,46,4.294117647,11.5,18.5,8.375,0.5,0,0.239130435,32,16,2,2,0,0,0,0,125,42,8,30,9,3,4,0,0,10,1,1,0,0,0,2,0,0,2,0,0,0,0,0,109,40,7,70,26,5,93.6943,239,131.138,132.304,3.96373,11.194,5.82692,6.08059,6.35751,10.7612,7.49231,8.04762,3.31579,13.97219688,16.35625,0.472214375,0.80625,0.19375,160,1
tt2109184,54000000,2233,12,2244,2070,2306,163,62,3.490797546,6,14.5,6.666666667,7.5,1.25,1.822580645,65,16,34,302,3,11,0,0,103,49,88,177,12,14,4,0,1,207,13,21,1,18,11,25,0,21,111,0,0,5,0,0,79,31,75,194,36,31,3713.68,14017.6,4800.52,5236.81,377.358,3059.5,659.97,636.667,239.247,711.974,289.298,352.675,2.94016,2.065314425,3.708265802,0.119983955,0.622366288,0.377633712,618,0
tt2125435,13000000,2217,31,2247,2187,2300,30,53,0.766666667,1,3,8.129032258,8.5,7.75,0.566037736,2,13,7,4,10,1,0,0,10,158,73,23,70,14,0,1,0,1,6,3,0,0,0,0,2,0,4,10,1,0,0,0,9,151,71,25,83,20,52.7949,345.289,310.358,341.567,4.97436,22.0635,20.0455,21.4611,16.5128,60.0762,55.1364,55.8731,4,7.649711905,13.16190476,0.26889381,0.828571429,0.171428571,210,2
tt2125608,3700000,2221,57,2277,2202,2304,19,27,0.157894737,0.5,1.75,2.473684211,0,0,0.037037037,1,15,0,0,5,0,0,0,2,74,0,9,46,1,0,1,0,1,1,0,0,2,0,1,6,0,0,5,0,0,0,0,1,69,0,9,58,1,22.1667,105.426,98.8954,98.8506,1.75,8.37589,7.85621,7.87662,9,21.1773,20.2222,20.0909,4.73438,10.96340635,15.98412698,0.513873016,0.952380952,0.047619048,63,2
