imdb_id,title,outline,director,writer,star,top cast
tt1547234,Premium Rush,"In Manhattan, a bike messenger picks up an envelope that attracts the interest of a dirty cop, who pursues the cyclist throughout the city.",David Koepp,David KoeppJohn Kamps,Joseph Gordon-LevittMichael ShannonDania Ramirez,Joseph Gordon-LevittWileeas WileeMichael ShannonBobby Mondayas Bobby MondayDania RamirezVanessaas VanessaSean KennedyMarcoas MarcoKym PerfettoPoloas Polo(as Kymberly Perfetto)Anthony ChisholmTitoas TitoAshley Austin MorrisReceptionistas ReceptionistWolé ParksMannyas MannyKevin BolgerSquidas SquidAasif MandviRajas RajLauren Ashley CarterPhoebeas PhoebeCharles BorlandCampus Guardas Campus GuardAaron TveitKyle (Student)as Kyle (Student)Jamie ChungNimaas NimaChristopher PlaceBike Copas Bike CopAmy HohnUpper West Side Ladyas Upper West Side LadyDouglas C. WilliamsDesk Officeras Desk Officer(as Doug Williams)Sebastian La CauseDetectiveas Detective
tt1560747,The Master,A Naval veteran arrives home from war unsettled and uncertain of his future - until he is tantalized by the Cause and its charismatic leader.,Paul Thomas Anderson,Paul Thomas Anderson,Philip Seymour HoffmanJoaquin PhoenixAmy Adams,Philip Seymour HoffmanLancaster Doddas Lancaster DoddJoaquin PhoenixFreddie Quellas Freddie QuellAmy AdamsPeggy Doddas Peggy DoddJesse PlemonsVal Doddas Val DoddPrice CarsonV.A. Doctoras V.A. DoctorMike HowardRorschach Doctoras Rorschach DoctorSarah Shoshana DavidV.A. Nurseas V.A. NurseBruce GoodchildV.A. Doctoras V.A. Doctor…Matt HeringV.A. Patientas V.A. PatientDan AndersonV.A. Patientas V.A. PatientAndrew KoponenV.A. Patientas V.A. PatientJeffrey W. JenkinsV.A. Patientas V.A. PatientPatrick WilderV.A. Patientas V.A. Patient(as Patrick Biggs)Ryan CurtisV.A. Patientas V.A. PatientJay LaurenceV.A. Patientas V.A. PatientAbraxas AdamsV.A. Patientas V.A. PatientTina BrunaPortrait Customeras Portrait CustomerKevin HudnellPortrait Customeras Portrait Customer
tt1560985,The Devil Inside,"In Italy, a woman becomes involved in a series of unauthorized exorcisms during her mission to discover what happened to her mother, who allegedly murdered three people during her own exorcism.",William Brent Bell,William Brent BellMatthew Peterman,Fernanda AndradeSimon QuartermanEvan Helmuth,Fernanda AndradeIsabella Rossias Isabella RossiSimon QuartermanFather Ben Rawlingsas Father Ben RawlingsEvan HelmuthFather David Keaneas Father David KeaneIonut GramaMichael Schaeferas Michael SchaeferSuzan CrowleyMaria Rossias Maria RossiBonnie MorganRosa Sorlinias Rosa SorliniBrian JohnsonLieutenant Dreyfusas Lieutenant DreyfusJeff VictoroffDr. Jeff Victoroffas Dr. Jeff Victoroff(as Dr. Jeff Victoroff)Pamela DavisPamela Davisas Pamela DavisJohn ProskyFather Christopher Aimesas Father Christopher AimesClaudiu IstodorDoctor Antonio Costaas Doctor Antonio Costa(as Claudiu Isotodor)Toma DanilaMarcoas MarcoClaudiu TrandafirFather Robert Galloas Father Robert GalloMaria JunghetuMrs. Sorlinias Mrs. Sorlini(as Maria Junghietu)Ilinca HarnutItalian Nurseas Italian NurseCorneliu UliciRomanian Priestas Romanian PriestAndrei AraditsHopperas HopperSorin CocisItalian Doctoras Italian Doctor
tt1566501,For Greater Glory: The True Story of Cristiada,A chronicle of the Cristeros War (1926-1929); a war by the people of Mexico against the atheistic Mexican government.,Dean Wright,Michael Love,Andy GarciaOscar IsaacCatalina Sandino Moreno,Andy GarciaEnrique Gorostietaas Enrique GorostietaOscar IsaacVictoriano 'El Catorce' Ramirezas Victoriano 'El Catorce' RamirezCatalina Sandino MorenoAdrianaas AdrianaSantiago CabreraFather Vegaas Father VegaMauricio KuriJoséas JoséAdrian AlonsoLaloas LaloRubén BladesPresident Callesas President CallesEduardo VerásteguiAnacleto Gonzales Floresas Anacleto Gonzales FloresPatricia GarzaFernanda Gonzales Floresas Fernanda Gonzales FloresAlan RamirezGustavo Gonzales Floresas Gustavo Gonzales FloresEstefania AlejandraYolanda Gonzales Floresas Yolanda Gonzales FloresRaúl AdalidFather Roblesas Father RoblesPeter O'TooleFather Christopheras Father ChristopherNestor CarbonellMayor Picazoas Mayor PicazoErando GonzálezLa Guadaas La GuadaJorge Luis MorenoPabloas PabloIgnacio GuadalupeBishop Pascual Diazas Bishop Pascual DiazEva LongoriaTulita Gorostietaas Tulita Gorostieta
tt1568338,Man on a Ledge,"As a police psychologist works to talk down an ex-con who is threatening to jump from a Manhattan hotel rooftop, the biggest diamond heist ever committed is in motion.",Asger Leth,Pablo F. Fenjves,Sam WorthingtonElizabeth BanksJamie Bell,Sam WorthingtonNick Cassidyas Nick CassidyElizabeth BanksLydia Merceras Lydia MercerJamie BellJoey Cassidyas Joey CassidyMandy GonzalezManageras ManagerWilliam SadlerValetas ValetBarbara MarineauScreaming Womanas Screaming WomanJ. Smith-CameronPsychiatristas PsychiatristAnthony MackieMike Ackermanas Mike AckermanPatrick CollinsFather Leoas Father LeoGenesis RodriguezAngieas AngieAfton WilliamsonJanice Ackermanas Janice AckermanRobert ClohessyPrison Guardas Prison GuardJoe LisiDesk Sergeantas Desk SergeantCandice McKoyCop - Bullhornas Cop - BullhornEdward BurnsJack Doughertyas Jack Dougherty(as Ed Burns)Johnny SoloCop - Roomas Cop - Room(as John Solo)Titus WelliverDante Marcusas Dante MarcusJames YaegashiPolice Technicianas Police Technician
tt1568921,The Secret World of Arrietty,"The Clock family are four-inch-tall people who live anonymously in another family's residence, borrowing simple items to make their home. Life changes for the Clocks when their teenage daughter, Arrietty, is discovered.",Hiromasa Yonebayashi,Mary Norton(novel "The Borrowers")Hayao Miyazaki(screenplay)Keiko Niwa(screenplay),Amy PoehlerWill ArnettMirai Shida(voice),Amy PoehlerHomilyas HomilyWill ArnettPodas PodMirai ShidaAriettias Arietti(voice)Ryûnosuke KamikiShôas Shô(voice)Tatsuya FujiwaraSupirâas Supirâ(voice)Tomokazu MiuraPoddoas Poddo(voice)Shinobu ÔtakeHomirîas Homirî(voice)Keiko TakeshitaSadakoas Sadako(voice)Kirin KikiHaruas Haru(voice)Shin'ichi HatoriYûbin haitatsuinas Yûbin haitatsuin(voice)Luke Allen-GaleSpilleras Spiller(UK version)(voice)Stephen AlpertAdditional Voicesas Additional Voices(US version)(voice)(as Steve Alpert)Moises AriasSpilleras Spiller(US version)(voice)Carol BurnettHaraas Hara(US version)(voice)Ray GillonAdditional Voicesas Additional Voices(UK version)(voice)David HenrieShawnas Shawn(US version)(voice)Peter JasonAdditional Voicesas Additional Voices(US version)(voice)Karey KirkpatrickAdditional Voicesas Additional Voices(US version)(voice)
tt1579361,Chasing Ice,Follow National Geographic photographer James Balog across the Arctic as he deploys time-lapse cameras designed for one purpose: to capture a multi-year record of the world's changing glaciers.,Jeff Orlowski,Mark Monroe,James BalogSvavar JónatanssonLouie Psihoyos,"James BalogSelf - Photographeras Self - PhotographerSvavar JónatanssonSelf - Photo Assistantas Self - Photo AssistantLouie PsihoyosSelf - Photographer & Oscar Winning Filmmakeras Self - Photographer & Oscar Winning FilmmakerKitty BooneSelf - The Aspen Instituteas Self - The Aspen InstituteSylvia EarleSelf - National Geographic Exploreras Self - National Geographic Explorer(as Sylvia Earle Ph.D.)Dennis DimickSelf - National Geographic Editoras Self - National Geographic EditorAdam LeWinterSelf - EIS Engineeras Self - EIS Engineer(as Adam Lewinter)Jason BoxSelf - Climatologist, Ohio State Universityas Self - Climatologist, Ohio State University(as Jason Box Ph.D.)Tad PfefferSelf - Glaciologist, University of Coloradoas Self - Glaciologist, University of Colorado(as Tad Pfeffer Ph.D.)Suzanne BalogSelf - James's Wifeas Self - James's WifeJeff OrlowskiSelf - EIS Videographeras Self - EIS VideographerSynte PeacockSelf - Oceanographer, National Center for Atmospheric Researchas Self - Oceanographer, National Center for Atmospheric Research(as Synte Peacock Ph.D.)Terry RootSelf - Senior Fellow, Stanford University Woods Instituteas Self - Senior Fellow, Stanford University Woods Institute(as Terry Root Ph.D.)Thomas SwetnamSelf - Directof of Tree-Ring Research, University of Arizonaas Self - Directof of Tree-Ring Research, University of Arizona(as Thomas Swetnam Ph.D.)Peter HoeppeSelf - Head of Geo Risks Research, Munich Reinsuranceas Self - Head of Geo Risks Research, Munich Reinsurance(as Peter Hoeppe Ph.D.)Gerald MeehlSelf - Senior Scientist, National Center for Atmospheric Researchas Self - Senior Scientist, National Center for Atmospheric Research(as Gerald Meehl Ph.D.)Emily BalogSelf - James's Daughteras Self - James's DaughterMartin NørregaardSelf - Pilotas Self - Pilot"
tt1582507,House at the End of the Street,"After moving with her mother to a small town, a teenager finds that an accident happened in the house at the end of the street. Things get more complicated when she befriends a boy. A double murder is not an accident.",Mark Tonderai,David Loucka(screenplay)Jonathan Mostow(story),Jennifer LawrenceElisabeth ShueMax Thieriot,Jennifer LawrenceElissaas ElissaElisabeth ShueSarahas SarahMax ThieriotRyanas RyanGil BellowsWeaveras WeaverEva LinkCarrie Anneas Carrie AnneNolan Gerard FunkTyleras TylerAllie MacDonaldJillianas JillianJordan HayesPenn State Carrie Anneas Penn State Carrie AnneKrista BridgesMary Jacobsonas Mary JacobsonJames ThomasBen Reynoldsas Ben ReynoldsHailee SiseraCaitlinas CaitlinCraig EldridgeDan Giffordas Dan GiffordJonathan HigginsDr. Kohleras Dr. KohlerOlivier SurprenantJakeas Jake(as Oliver Soul)Lori AlterJenny Giffordas Jenny GiffordJoy TannerBonnie Reynoldsas Bonnie ReynoldsBobby OsborneYoung Ryanas Young RyanGrace Tucker-DuguayYoung Carrie Anneas Young Carrie Anne(as Gracie Tucker)
tt1586265,What to Expect When You're Expecting,"Follows the lives of five interconnected couples as they experience the thrills and surprises of having a baby and realize that no matter what you plan for, life does not always deliver what is expected.",Kirk Jones,Shauna Cross(screenplay)Heather Hach(screenplay)Heidi Murkoff(books),Cameron DiazMatthew MorrisonJ. Todd Smith,Cameron DiazJulesas JulesMatthew MorrisonEvanas EvanJ. Todd SmithInterpreteras InterpreterDennis QuaidRamseyas RamseyJennifer LopezHollyas HollyElizabeth BanksWendyas WendyChace CrawfordMarcoas MarcoBrooklyn DeckerSkyleras SkylerBen FalconeGaryas GaryAnna KendrickRosieas RosieChris RockVicas VicRodrigo SantoroAlexas AlexJoe ManganielloDavisas DavisRob HuebelGabeas GabeThomas LennonCraigas Craig(as Tom Lennon)Amir TalaiPatelas PatelRebel WilsonJaniceas JaniceWendi McLendon-CoveyKaraas Kara
tt1588334,"Jeff, Who Lives at Home","Dispatched from his basement room on an errand for his widowed mother, slacker Jeff might discover his destiny (finally) when he spends the day with his unhappily married brother as he tracks his possibly adulterous wife.",Jay DuplassMark Duplass,Jay DuplassMark Duplass,Jason SegelEd HelmsJudy Greer,Jason SegelJeffas JeffEd HelmsPatas PatJudy GreerLindaas LindaSusan SarandonSharonas SharonRae Dawn ChongCarolas CarolSteve ZissisSteveas SteveEvan RossKevinas KevinBenjamin Brant BickhamTV Pitchmanas TV Pitchman(as Benjamin Bickham)Lee NguyenClerkas ClerkTim J. SmithGuardas GuardErnest JamesGuardas GuardTre StylesTeammateas Teammate(as David Kency)Raion HillThugas ThugZac CinoGilas GilLance E. NicholsElderly Manas Elderly Man…Carol SuttonElderly Womanas Elderly WomanJoe ChrestPaulas PaulKatie AseltonHostessas Hostess
tt1591479,Act of Valor,An elite team of Navy SEALs embark on a covert mission to recover a kidnapped CIA agent.,Mike McCoyScott Waugh,Kurt Johnstad,Alex VeadovRoselyn SanchezNestor Serrano,Alex VeadovChristoas ChristoRoselyn SanchezLisa Moralesas Lisa MoralesNestor SerranoWalter Rossas Walter RossRorke DenverLieutenant Rorkeas Lieutenant RorkeDaveChief Daveas Chief Dave(as SOC Dave)SonnySO1 Sonnyas SO1 Sonny(as SOC Sonny)WeimySO1 Weimyas SO1 Weimy(as SOC Weimy)RaySO1 Rayas SO1 Ray(as SO1 Ray)AjaySO1 Ajayas SO1 Ajay(as SO1 Ajay)MikeySO1 Mikeyas SO1 Mikey(as SOC Mikey)Derrick Van OrdenSenior Chief Ottoas Senior Chief Otto(as SOCS Van D)KatelynLT Lyonsas LT Lyons(as Katelyn)CallaghanAdmiral Callaghanas Admiral Callaghan(as Admiral Callaghan)Duncan SmithCaptain Duncan Smithas Captain Duncan Smith(as Captain Duncan Smith)BillySWCC Boat Senior Chiefas SWCC Boat Senior Chief(as SOCS BIlly)Jason CottleAbu Shabalas Abu ShabalAilsa MarshallLT Rorke's Wifeas LT Rorke's WifeGonzalo MenendezCommander Pedrosas Commander Pedros
tt1592281,Take This Waltz,A happily married woman falls for the artist who lives across the street.,Sarah Polley,Sarah Polley,Michelle WilliamsSeth RogenSarah Silverman,Michelle WilliamsMargotas MargotSeth RogenLouas LouSarah SilvermanGeraldineas GeraldineAaron AbramsAaronas AaronLuke KirbyDanielas DanielJennifer PodemskiKarenas KarenDiane D'AquilaHarrietas HarrietVanessa CarterTonyas Tony(as Vanessa Coelho)Graham AbbeyJamesas JamesDamien AtkinsAquafit Instructoras Aquafit InstructorDyan BellDyanas DyanAlbert HowellAlbertas AlbertDanielle MillerDanielleas DanielleMatt BaramMattas MattAvi PhillipsAvias AviDiane FlacksDianeas DianeCheryl MacInnisFlight Attendantas Flight AttendantCiarán MacGillivraySoldieras Soldier(as Ciaran MacGillivray)
tt1592525,Lockout,A man wrongly convicted of conspiracy to commit espionage against the U.S. is offered his freedom if he can rescue the president's daughter from an outer space prison taken over by violent inmates.,James MatherSteve Saint Leger,James Mather(screenplay by)Steve Saint Leger(screenplay by)Luc Besson(screenplay by),Guy PearceMaggie GracePeter Stormare,Guy PearceSnowas SnowMaggie GraceEmilie Warnockas Emilie WarnockPeter StormareScott Langralas Scott LangralVincent ReganAlexas AlexJoe GilgunHydellas HydellLennie JamesHarry Shawas Harry ShawJacky IdoHockas HockTim PlesterJohn James Maceas John James MaceMark TankersleyBarnesas BarnesAnne-Solenne HatteKathrynas KathrynPeter HudsonPresident Warnockas President WarnockNick HardinHostage Negotiatoras Hostage NegotiatorDan SavierDukeas DukeDamijan OklopdzicSlickas SlickBojan PericLOPD Technician 1as LOPD Technician 1Evan Moses IILOPD Technician 2as LOPD Technician 2(as Evan Timothy Moses)Greg De CuirRadio Technicianas Radio TechnicianThomas KellyWhite House Doctor 1as White House Doctor 1(as Tom Kelly)
tt1596350,This Means War,C.I.A. operatives wage an epic battle on each other when they discover they are dating the same woman.,McG,Timothy Dowling(screenplay)Simon Kinberg(screenplay)Marcus Gautesen(story),Reese WitherspoonChris PineTom Hardy,Reese WitherspoonLaurenas LaurenChris PineFDR Fosteras FDR FosterTom HardyTuckas TuckTil SchweigerHeinrichas HeinrichChelsea HandlerTrishas TrishJohn Paul RuttanJoeas JoeAbigail SpencerKatieas Katie(as Abigail Leigh Spencer)Angela BassettCollinsas CollinsRosemary HarrisNana Fosteras Nana FosterGeorge TouliatosGrandpa Fosteras Grandpa FosterClint CarletonJonasas JonasWarren ChristieSteveas SteveLeela SavastaKellyas KellyNatassia MaltheXeniaas XeniaLaura VandervoortBrittaas BrittaDominique BrownesHong Kong Beautyas Hong Kong Beauty(as Dominique Bourassa Brownes)Paul WuKorean Leaderas Korean LeaderDaren A. HerbertAgent Bothwickas Agent Bothwick
tt1596365,The Woman in Black,A young solicitor travels to a remote village where he discovers that the vengeful ghost of a scorned woman is terrorizing the locals.,James Watkins,Susan Hill(novel)Jane Goldman(screenplay),Daniel RadcliffeJanet McTeerCiarán Hinds,Daniel RadcliffeArthur Kippsas Arthur KippsJanet McTeerMrs. Dailyas Mrs. DailyCiarán HindsSam Dailyas Sam DailyEmma ShoreyFisher Girlas Fisher GirlMolly HarmonFisher Girlas Fisher GirlEllisa Walker-ReidFisher Girlas Fisher GirlSophie StuckeyStella Kippsas Stella KippsMisha HandleyJoseph Kippsas Joseph KippsJessica RaineNannyas NannyRoger AllamMr. Bentleyas Mr. BentleyLucy May BarkerNursemaidas NursemaidIndira AingerLittle Girl on Trainas Little Girl on TrainAndy RobbDoctoras DoctorShaun DooleyFisheras FisherMary StockleyMrs. Fisheras Mrs. FisherAlexia OsborneVictoria Hardyas Victoria HardyAlfie FieldTom Hardyas Tom HardyWilliam TobinCharlie Hardyas Charlie Hardy
tt1598828,One for the Money,"Unemployed and newly-divorced Stephanie Plum lands a job at her cousin's bail-bond business, where her first assignment puts her on the trail of a wanted local cop from her romantic past.",Julie Anne Robinson,Stacy Sherman(screenplay)Karen Ray(screenplay)Liz Brixius(screenplay),Katherine HeiglJason O'MaraDaniel Sunjata,Katherine HeiglStephanie Plumas Stephanie PlumJason O'MaraJoseph Morellias Joseph MorelliDaniel SunjataRangeras RangerJohn LeguizamoJimmy Alphaas Jimmy AlphaSherri ShepherdLulaas LulaDebbie ReynoldsGrandma Mazuras Grandma MazurDebra MonkMrs. Plumas Mrs. PlumNate MooneyEddie Gazarraas Eddie GazarraAdam PaulBernie Kuntzas Bernie KuntzFisher StevensMorty Beyersas Morty BeyersAna ReederConnieas ConniePatrick FischlerVinnie Plumas Vinnie PlumRyan Michelle BatheJackieas JackieLeonardo NamJohn Choas John ChoAnnie ParisseMary Louas Mary LouDanny MastrogiorgioLennyas LennyG.K. UmehBenito Ramirezas Benito Ramirez(as Gavin-Keith Umeh)Louis MustilloMr. Plumas Mr. Plum
tt1599348,Safe House,"A young CIA agent is tasked with looking after a fugitive in a safe house. But when the safe house is attacked, he finds himself on the run with his charge.",Daniel Espinosa,David Guggenheim,Denzel WashingtonRyan ReynoldsRobert Patrick,Denzel WashingtonTobin Frostas Tobin FrostRyan ReynoldsMatt Westonas Matt WestonRobert PatrickDaniel Kieferas Daniel KieferVera FarmigaCatherine Linklateras Catherine LinklaterBrendan GleesonDavid Barlowas David BarlowSam ShepardHarlan Whitfordas Harlan WhitfordRubén BladesCarlos Villaras Carlos VillarNora ArnezederAna Moreauas Ana MoreauLiam CunninghamAlec Wadeas Alec WadeJoel KinnamanKelleras KellerFares FaresVargasas VargasJenna DoverCIA Analystas CIA AnalystStephen RiderCIA Analystas CIA AnalystDaniel FoxCIA Analystas CIA AnalystTracie ThomsCIA Analystas CIA AnalystSara ArringtonCIA Analystas CIA AnalystKenneth FokCIA Analystas CIA AnalystBryan van NiekerkLinklater's Assistantas Linklater's Assistant
