imdb_id,title,outline,director,writer,star,top cast
tt1397280,Taken 2,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.",Olivier Megaton,Luc Besson(based on characters created by)Robert Mark Kamen(based on characters created by),Liam NeesonFamke JanssenMaggie Grace,Liam NeesonBryan Millsas Bryan MillsFamke JanssenLenoreas LenoreMaggie GraceKimas KimLeland OrserSamas SamJon GriesCaseyas CaseyD.B. SweeneyBernieas BernieLuke GrimesJamieas JamieRade SerbedzijaMurad Krasniqias Murad Krasniqi(as Rade Sherbedgia)Kevork MalikyanInspector Durmazas Inspector DurmazAlain FiglarzSukoas SukoFrank AlvarezCar Wash Attendantas Car Wash AttendantMurat TuncelliCustom Officer Albaniaas Custom Officer AlbaniaAli YildirimImamas ImamErgun KuyucuMirkoas MirkoCengiz BozkurtBorder Guard #1as Border Guard #1Hakan KarahanReception Clerkas Reception ClerkSaruhan SariWaiteras WaiterNaci AdigüzelCheikhas Cheikh
tt1397514,Journey 2: The Mysterious Island,"Sean Anderson partners with his mom's husband on a mission to find his grandfather, who is thought to be missing on a mythical island.",Brad Peyton,Brian Gunn(screenplay)Mark Gunn(screenplay)Richard Outten(story),Josh HutchersonDwayne JohnsonMichael Caine,Josh HutchersonSeanas SeanDwayne JohnsonHankas HankMichael CaineAlexanderas AlexanderLuis GuzmánGabatoas GabatoVanessa HudgensKailanias KailaniKristin DavisLizas LizAnna ColwellJessicaas JessicaStephen CaudillCopas CopBranscombe RichmondTour Guideas Tour GuideWalter BanksonHockey Playeras Hockey PlayerCody EasterbrookPalauanas Palauan(uncredited)Kishan Kumar JhaVictoras Victor(uncredited)Kathryn JurbalaTouristas Tourist(uncredited)Paul Leo KlinkNautilus Passengeras Nautilus Passenger(uncredited)Ed MoyFishermanas Fisherman(uncredited)Darwin ReinaTouristas Tourist(uncredited)
tt1405365,Celeste & Jesse Forever,A divorcing couple tries to maintain their friendship while they both pursue other people.,Lee Toland Krieger,Rashida JonesWill McCormack,Rashida JonesAndy SambergElijah Wood,Rashida JonesCelesteas CelesteAndy SambergJesseas JesseElijah WoodScottas ScottEmma RobertsRileyas RileyAri GraynorBethas BethEric Christian OlsenTuckeras TuckerRob HuebelBusiness Manas Business ManShira LazarShira Lazaras Shira LazarWill McCormackSkillzas SkillzKate KriegerYogurt Girlas Yogurt GirlMatthias SteinerMatthias Steineras Matthias SteinerAndreas BeckettGerman Announceras German AnnouncerChris MessinaPaulas PaulRebecca DayanVeronicaas VeronicaJanel ParrishSavannahas SavannahRich SommerMaxas MaxJessica JoffeSaleswomanas SaleswomanRafi GavronRupertas Rupert
tt1409024,Men in Black 3,Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history.,Barry Sonnenfeld,Etan CohenLowell Cunningham(based on the Malibu comic by),Will SmithTommy Lee JonesJosh Brolin,Will SmithAgent Jas Agent JTommy Lee JonesAgent Kas Agent KJosh BrolinYoung Agent Kas Young Agent KJemaine ClementBoris The Animalas Boris The AnimalEmma ThompsonAgent Oas Agent OMichael StuhlbargGriffinas GriffinMike ColterColonelas ColonelNicole ScherzingerBoris' Girlfriendas Boris' GirlfriendMichael ChernusJeffrey Priceas Jeffrey PriceAlice EveYoung Agent Oas Young Agent ODavid RascheAgent Xas Agent XKeone YoungMr. Wuas Mr. WuBill HaderAndy Warholas Andy WarholCayen MartinColonel's Sonas Colonel's SonClarke ThorellPrison Guard #1as Prison Guard #1Adam MucciPrison Guard #2as Prison Guard #2Tom McComasPrison Guard #3as Prison Guard #3Douglas CrosbyPrison Guard #4as Prison Guard #4
tt1412386,The Best Exotic Marigold Hotel,"British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than advertised, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways.",John Madden,Ol Parker(screenplay)Deborah Moggach(novel "These Foolish Things"),Judi DenchBill NighyMaggie Smith,Judi DenchEvelyn Greensladeas Evelyn GreensladeBill NighyDouglas Ainslieas Douglas AinslieMaggie SmithMuriel Donnellyas Muriel DonnellyTom WilkinsonGraham Dashwoodas Graham DashwoodPatrick PearsonGraham's Colleagueas Graham's ColleagueHugh DicksonJudgeas JudgeJames RawlingsEstate Agentas Estate AgentPenelope WiltonJean Ainslieas Jean AinslieLiza TarbuckStaff Nurseas Staff NursePaul BhattacharjeeDr. Ghujarapartidaras Dr. GhujarapartidarLucy RobinsonJudithas JudithRonald PickupNorman Cousinsas Norman CousinsCelia ImrieMadge Hardcastleas Madge HardcastleSimon WilsonMadge's Son-in-Lawas Madge's Son-in-LawSara StewartMadge's Daughteras Madge's DaughterRamona MarquezMadge's Grandchildrenas Madge's GrandchildrenRaoul MarquezMadge's Grandchildrenas Madge's GrandchildrenGlen DaviesTaxi Driveras Taxi Driver
tt1417075,In Darkness,A dramatization of one man's rescue of Jewish refugees in the German-occupied Polish city of Lvov.,Agnieszka Holland,Robert Marshall(book "In the Sewers of Lvov: A Heroic Story of Survival from the Holocaust")David F. Shamoon,Robert WieckiewiczBenno FürmannAgnieszka Grochowska,Robert WieckiewiczLeopold Sochaas Leopold SochaBenno FürmannMundek Marguliesas Mundek MarguliesAgnieszka GrochowskaKlara Kelleras Klara KellerMaria SchraderPaulina Chigeras Paulina ChigerHerbert KnaupIgnacy Chigeras Ignacy ChigerMarcin BosakYanek Weissas Yanek WeissJulia KijowskaChajaas ChajaJerzy WalczakJacob Berestyckias Jacob BerestyckiOliwer StanczakPawel Chigeras Pawel ChigerMilla BankowiczKrystyna Chigeras Krystyna ChigerKrzysztof SkoniecznySzczepekas SzczepekKinga PreisWanda Sochaas Wanda SochaAleksander MincerSzlomo Landsbergas Szlomo Landsberg(as Olek Mincer)Piotr GlowackiIcek Frenkielas Icek FrenkielMaria SemotiukMania Kelleras Mania KellerMichal ZurawskiBortnikas BortnikZofia PieczynskaStefcia Sochaas Stefcia SochaEtl SzycSzona Grossmanas Szona Grossman
tt1430615,Big Miracle,"In small-town Alaska, a news reporter recruits his ex-girlfriend - a Greenpeace volunteer - on a campaign to save a family of gray whales trapped by rapidly forming ice in the Arctic Circle.",Ken Kwapis,Jack Amiel(screenplay)Michael Begler(screenplay)Tom Rose(book "Freeing the Whales"),Drew BarrymoreJohn KrasinskiJohn Pingayak,Drew BarrymoreRachel Krameras Rachel KramerJohn KrasinskiAdam Carlsonas Adam CarlsonJohn PingayakMalikas MalikAhmaogak SweeneyNathanas NathanJohn ChaseRoyas RoyIshmael Angalook HopeBudas BudOthniel 'Anaqulutuq' Oomittuk Jr.Inupiat Whaleras Inupiat WhalerAndy DalyDon Davisas Don Davis(as Andrew Daly)Thomas R. DalyFrankas FrankMaliaq KairaiuakDanaas DanaJeffrey EvanArnoldas ArnoldTed DansonJ.W. McGrawas J.W. McGrawRandy EledgeOil Manas Oil ManThom Van DorpDon Carras Don CarrTim Blake NelsonPat Lafayetteas Pat LafayetteStephen RootGovernor Haskellas Governor HaskellMaury GinsbergNews Producer #1as News Producer #1Kelly Lee WilliamsNews Producer #2as News Producer #2
tt1430626,The Pirates! Band of Misfits,Pirate Captain sets out on a mission to defeat his rivals Black Bellamy and Cutlass Liz for the Pirate of the year Award. The quest takes Captain and his crew from the shores of Blood Island to the foggy streets of Victorian London.,Peter LordJeff Newitt,Gideon Defoe(book: The Pirates! In an Adventure with Scientists),Hugh Grant(voice)Salma Hayek(voice)Jeremy Piven(voice),Hugh GrantThe Pirate Captainas The Pirate Captain(voice)Salma HayekCutlass Lizas Cutlass Liz(voice)Jeremy PivenBlack Bellamyas Black Bellamy(voice)Martin FreemanThe Pirate with a Scarfas The Pirate with a Scarf(voice)Imelda StauntonQueen Victoriaas Queen Victoria(voice)David TennantCharles Darwinas Charles Darwin(voice)Lenny HenryPeg Leg Hastingsas Peg Leg Hastings(voice)Brian BlessedThe Pirate Kingas The Pirate King(voice)Russell ToveyThe Albino Pirateas The Albino Pirate(voice)Anton YelchinThe Albino Pirateas The Albino Pirate(US version)(voice)Brendan GleesonThe Pirate with Goutas The Pirate with Gout(voice)Ashley JensenThe Surprisingly Curvaceous Pirateas The Surprisingly Curvaceous Pirate(voice)Al RokerThe Pirate Who Likes Sunsets and Kittensas The Pirate Who Likes Sunsets and Kittens(US version)(voice)Ben WhiteheadThe Pirate Who Likes Sunsets and Kittensas The Pirate Who Likes Sunsets and Kittens(voice)Mike CooperAdmiral Collingwoodas Admiral Collingwood(voice)David SchneiderScarlett Morganas Scarlett Morgan(voice)Tom DoggartAdditional Voicesas Additional Voices(voice)Sophie JerroldAdditional Voicesas Additional Voices(voice)
tt1433822,The Apparition,A couple is haunted by a supernatural presence that is unleashed during a college experiment.,Todd Lincoln,Todd Lincoln,Ashley GreeneSebastian StanTom Felton,Ashley GreeneKellyas KellySebastian StanBenas BenTom FeltonPatrickas PatrickJulianna GuillLydiaas LydiaLuke PasqualinoGregas GregRick GomezMikeas MikeAnna ClarkMaggieas MaggieSuzanne FordWoman at Vetas Woman at VetTim WilliamsOffice Executiveas Office ExecutiveMelissa GoldbergFast Food Girlas Fast Food Girl(uncredited)John GradyApparitionas Apparition(uncredited)Marti MatulisApparitionas Apparition(uncredited)Meena SerendibVeterinarianas Veterinarian(uncredited)
tt1435513,Hysteria,The truth of how Mortimer Granville devised the invention of the first vibrator in the name of medical science.,Tanya Wexler,Stephen Dyer(story)Jonah Lisa Dyer(story)Howard Gensler(original story),Maggie GyllenhaalHugh DancyJonathan Pryce,Maggie GyllenhaalCharlotte Dalrympleas Charlotte DalrympleHugh DancyMortimer Granvilleas Mortimer GranvilleJonathan PryceDr. Robert Dalrympleas Dr. Robert DalrympleFelicity JonesEmily Dalrympleas Emily DalrympleRupert EverettEdmund St. John-Smytheas Edmund St. John-SmytheAshley JensenFannieas FannieSheridan SmithMollyas MollyGemma JonesLady St. John-Smytheas Lady St. John-SmytheMalcolm RennieLord St. John-Smytheas Lord St. John-SmytheKim CriswellMrs. Castellarias Mrs. CastellariGeorgie GlenMrs. Parsonsas Mrs. ParsonsElisabet JohannesdottirMrs. Pearceas Mrs. PearceLinda WoodhallNurse Smalleyas Nurse SmalleyKim SelbyLady Wheatonas Lady WheatonJohn OverstallMr. Huddlestonas Mr. HuddlestonAnn Overstall ComfortMrs. Huddlestonas Mrs. Huddleston(as Ann Comfort)Jonathan RhodesPC Fugateas PC FugateLeila LallaliTessas Tess(as Leila Schaus)
tt1440129,Battleship,A fleet of ships is forced to do battle with an armada of unknown origins in order to discover and thwart their destructive goals.,Peter Berg,Jon HoeberErich Hoeber,Alexander SkarsgårdBrooklyn DeckerLiam Neeson,Alexander SkarsgårdCommander Stone Hopperas Commander Stone HopperBrooklyn DeckerSamas SamLiam NeesonAdmiral Shaneas Admiral ShaneRihannaPetty Officer Cora 'Weps' Raikesas Petty Officer Cora 'Weps' RaikesTaylor KitschLieutenant Alex Hopperas Lieutenant Alex HopperTadanobu AsanoCaptain Yugi Nagataas Captain Yugi NagataHamish LinklaterCal Zapataas Cal ZapataPeter MacNicolSecretary of Defenseas Secretary of DefenseJohn TuiChief Petty Officer Walter 'The Beast' Lynchas Chief Petty Officer Walter 'The Beast' LynchJesse PlemonsBoatswain Mate Seaman Jimmy 'Ordy' Ordas Boatswain Mate Seaman Jimmy 'Ordy' OrdGregory D. GadsonLieutenant Colonel Mick Canalesas Lieutenant Colonel Mick CanalesJerry FerraraSampson JOOD Strodellas Sampson JOOD StrodellAdam GodleyDr. Nogradyas Dr. NogradyRico McClintonCaptain Browleyas Captain BrowleyJoji YoshidaChief Engineer Hirokias Chief Engineer HirokiLouis LombardiBartenderas BartenderNorman Vincent McLaffertyOld Saltas Old SaltStephen BishopJPJ OODas JPJ OOD(as Stephen C. Bishop)
tt1441952,Salmon Fishing in the Yemen,A fisheries expert is approached by a consultant to help realize a sheik's vision of bringing the sport of fly-fishing to the desert and embarks on an upstream journey of faith and fish to prove the impossible possible.,Lasse Hallström,Simon BeaufoyPaul Torday(novel)Fuad Al-Qrize,Ewan McGregorEmily BluntAmr Waked,Ewan McGregorDr. Alfred Jonesas Dr. Alfred JonesEmily BluntHarrietas HarrietAmr WakedSheikh Muhammedas Sheikh MuhammedKristin Scott ThomasPatricia Maxwellas Patricia MaxwellCatherine SteadmanAshleyas AshleyTom MisonCapt. Robert Mayersas Capt. Robert MayersRachael StirlingMary Jonesas Mary JonesTom BeardPeter Maxwellas Peter MaxwellJill BakerBettyas BettyConleth HillBernard Sugdenas Bernard SugdenAlex Taylor-McDowallEdward Maxwellas Edward MaxwellMatilda WhiteAbby Maxwellas Abby MaxwellOtto FarrantJoshua Maxwellas Joshua MaxwellHamish GrayMalcolmas MalcolmClive WoodTom Price-Williamsas Tom Price-WilliamsNayef RashedRebel Leaderas Rebel LeaderPeter WightTory Grandee - Angus Butleras Tory Grandee - Angus ButlerWaleed AkhtarEssadas Essad
tt1445520,Hearat Shulayim,"Eliezer and Uriel Shkolnik are father and son as well as rival professors in Talmudic Studies. When both men learn that Eliezer will be lauded for his work, their complicated relationship reaches a new peak.",Joseph Cedar,Joseph Cedar,Shlomo Bar-AbaLior AshkenaziAliza Rosen,Shlomo Bar-AbaEliezer Shkolnikas Eliezer ShkolnikLior AshkenaziUriel Shkolnikas Uriel ShkolnikAliza RosenYehudit Shkolnikas Yehudit ShkolnikAlma ZackDikla Shkolnikas Dikla ShkolnikMicah LewensohnYehuda Grossmanas Yehuda GrossmanNevo KimchiYair Fingerhutas Yair FingerhutYuval ScharfNoa newspaper reporteras Noa newspaper reporterDaniel MarkovichJosh Shkolnikas Josh ShkolnikTsipi GalMystery Womanas Mystery WomanMichael KoreshCommittee Memberas Committee MemberIdit TepersonCommittee Memberas Committee MemberShmuel ShilohCommittee Memberas Committee Member(as Shmulik Shilo)Albert IluzCommittee Memberas Committee Member(as Albert Illouz)Gad KaynarCommittee Memberas Committee MemberJackey LeviTV Hostas TV Host(as Jacky Levy)Hanna HacohenIsrael Prize Produceras Israel Prize ProducerItay PolishukSecurity Guardas Security GuardEdna BliliousCostume Designer Ladyas Costume Designer Lady
tt1446192,Rise of the Guardians,"When the evil spirit Pitch launches an assault on Earth, the Immortal Guardians team up to protect the innocence of children all around the world.",Peter Ramsey,David Lindsay-Abaire(screenplay)William Joyce(based on the book series "Guardians of Childhood" by),Hugh Jackman(voice)Alec Baldwin(voice)Isla Fisher(voice),Hugh JackmanBunnyas Bunny(voice)Alec BaldwinNorthas North(voice)Isla FisherToothas Tooth(voice)Chris PineJack Frostas Jack Frost(voice)Jude LawPitchas Pitch(voice)Dakota GoyoJamie Bennettas Jamie Bennett(voice)Khamani GriffinCalebas Caleb(voice)Kamil McFaddenClaudeas Claude(voice)Georgie GrieveSophie Bennettas Sophie Bennett(voice)Emily NordwindJamie's Momas Jamie's Mom(voice)…Jacob BertrandMontyas Monty(voice)Olivia MattinglyPippaas Pippa(voice)…Dominique GrundCupcakeas Cupcake(voice)Ryan CregoBurgess Dog Walkeras Burgess Dog Walker(voice)April LawrenceBurgess Pedestrian #1as Burgess Pedestrian #1(voice)Peter RamseyBurgess Pedestrian #2as Burgess Pedestrian #2(voice)Isabella Blake-ThomasBritish Girlas British Girl(voice)Stuart AllanBritish Boyas British Boy(voice)(as Stuart Allan Bertman)
tt1446714,Prometheus (I),"Following clues to the origin of mankind, a team finds a structure on a distant moon, but they soon realize they are not alone.",Ridley Scott,Jon SpaihtsDamon LindelofDan O'Bannon(based on elements created by),Noomi RapaceLogan Marshall-GreenMichael Fassbender,Noomi RapaceElizabeth Shawas Elizabeth ShawLogan Marshall-GreenCharlie Hollowayas Charlie HollowayMichael FassbenderDavidas DavidCharlize TheronMeredith Vickersas Meredith VickersIdris ElbaJanekas JanekGuy PearcePeter Weylandas Peter WeylandSean HarrisFifieldas FifieldRafe SpallMillburnas MillburnEmun ElliottChanceas ChanceBenedict WongRavelas RavelKate DickieFordas FordBranwell DonagheyMercenary 1as Mercenary 1Vladimir 'Furdo' FurdikMercenary 2as Mercenary 2(as Vladimir Furdik)C.C. SmiffMercenary 3as Mercenary 3(as CC Smiff)Shane SteynMercenary 4as Mercenary 4Ian WhyteLast Engineeras Last EngineerJohn LebarGhost Engineeras Ghost EngineerDaniel JamesSacrifice Engineeras Sacrifice Engineer
tt1456635,Goon,"Labeled an outcast by his brainy family, a bouncer overcomes long odds to lead a team of under performing misfits to semi-pro hockey glory, beating the crap out of everything that stands in his way.",Michael Dowse,Jay BaruchelEvan GoldbergAdam Frattasio(based on the book by),Seann William ScottJay BaruchelAlison Pill,Seann William ScottDoug Glattas Doug GlattJay BaruchelPatas PatAlison PillEvaas EvaEugene LevyDr. Glattas Dr. GlattLiev SchreiberRoss Rheaas Ross RheaMarc-André GrondinXavier LaFlammeas Xavier LaFlammeKim CoatesRonnie Hortenseas Ronnie HortenseNicholas CampbellRollie Hortenseas Rollie HortenseRichard ClarkinGord Ogilveyas Gord OgilveyJonathan CherryMarco Belchioras Marco BelchiorRicky MabeJohn Stevensonas John StevensonGeorge TchortovEvgenias EvgeniKarl GraboshasOlegas OlegLarry WooPark Kimas Park KimStephen SimBackup Goalieas Backup GoalieEllen DavidMrs. Glattas Mrs. GlattDavid PaetkauIraas IraMike BellDonovanas Donovan
tt1462769,The Odd Life of Timothy Green,"A childless couple bury a box in their backyard, containing all of their wishes for an infant. Soon, a child is born, though Timothy Green is not all that he appears.",Peter Hedges,Peter Hedges(screenplay)Ahmet Zappa(story),Jennifer GarnerJoel EdgertonCJ Adams,"Jennifer GarnerCindy Greenas Cindy GreenJoel EdgertonJim Greenas Jim GreenCJ AdamsTimothy Greenas Timothy GreenOdeya RushJoni Jeromeas Joni JeromeShohreh AghdashlooEvette Onatas Evette OnatRosemarie DeWittBrenda Bestas Brenda BestDavid MorseJames Green, Sr.as James Green, Sr.M. Emmet WalshUncle Bubas Uncle BubLois SmithAunt Melas Aunt MelLin-Manuel MirandaReggieas ReggieDianne WiestMs. Bernice Crudstaffas Ms. Bernice CrudstaffRon LivingstonFranklin Crudstaffas Franklin CrudstaffJames RebhornJoseph Crudstaffas Joseph CrudstaffCommonCoach Calas Coach CalMichael ArdenDoug Wertas Doug WertRhoda GriffisDoctor Lesley Huntas Doctor Lesley HuntKaran KendrickMother at Doctor's Officeas Mother at Doctor's OfficeShimei BaileyLittle Boy in Elevatoras Little Boy in Elevator"
tt1477855,Hyde Park on Hudson,"The story of the love affair between FDR and his distant cousin Margaret ""Daisy"" Suckley, centered around the weekend in 1939 when the King and Queen of the United Kingdom visited upstate New York.",Roger Michell,Richard Nelson,Bill MurrayLaura LinneyOlivia Williams,Bill MurrayFDRas FDRLaura LinneyDaisyas DaisyOlivia WilliamsEleanoras EleanorSamuel WestBertieas BertieOlivia ColmanElizabethas ElizabethElizabeth MarvelMissyas MissyElizabeth WilsonMrs. Rooseveltas Mrs. RooseveltMartin McDougallTommyas TommyAndrew HavillCameronas CameronEleanor BronDaisy's Auntas Daisy's AuntNancy BaldwinMrs. Astoras Mrs. AstorTim BeckmannPresident's Aide #1as President's Aide #1Guy PaulPresident's Aide #2as President's Aide #2Eben YoungPresident's Aide #3as President's Aide #3Samantha DakinMary the Maidas Mary the MaidBuffy DavisCookas CookMorgan DearePlumberas PlumberTim AhernHungry Driver #1as Hungry Driver #1
tt1482459,The Lorax,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.",Chris RenaudKyle Balda,Dr. Seuss(based on the book by)Cinco Paul(screenplay by)Ken Daurio(screenplay by),Zac Efron(voice)Taylor Swift(voice)Danny DeVito(voice),Zac EfronTedas Ted(voice)Taylor SwiftAudreyas Audrey(voice)Danny DeVitoThe Loraxas The Lorax(voice)Ed HelmsThe Once-leras The Once-ler(voice)Betty WhiteGrammy Normaas Grammy Norma(voice)Rob RiggleMr. O'Hareas Mr. O'Hare(voice)Jenny SlateTed's Momas Ted's Mom(voice)Nasim PedradOnce-ler's Momas Once-ler's Mom(voice)Joel Swetow1st Marketing Guyas 1st Marketing Guy(voice)Michael Beattie2nd Marketing Guyas 2nd Marketing Guy(voice)Dave B. Mitchell1st Commercial Guyas 1st Commercial Guy(voice)(as Dave Mitchell)Dempsey Pappion2nd Commercial Guyas 2nd Commercial Guy(voice)Elmarie WendelAunt Grizeldaas Aunt Grizelda(voice)Danny CookseyBrettas Brett(voice)…Stephen TobolowskyUncle Ubbas Uncle Ubb(voice)Chris RenaudForest Animalsas Forest Animals(voice)Jack AngelAdditional Voicesas Additional Voices(voice)Bob BergenAdditional Voicesas Additional Voices(voice)
tt1486192,The Raven (I),"When a madman begins committing horrific murders inspired by Edgar Allan Poe's works, a young Baltimore detective joins forces with Poe to stop him from making his stories a reality.",James McTeigue,Hannah ShakespeareBen Livingston,John CusackAlice EveLuke Evans,John CusackEdgar Allan Poeas Edgar Allan PoeAlice EveEmily Hamiltonas Emily HamiltonLuke EvansDetective Fieldsas Detective FieldsBrendan GleesonCapt. Charles Hamiltonas Capt. Charles HamiltonKevin McNallyMadduxas Maddux(as Kevin R. McNally)Oliver Jackson-CohenJohn Cantrellas John CantrellJimmy YuillCaptain Eldridgeas Captain EldridgeSam HazeldineIvanas IvanPam FerrisMrs. Bradleyas Mrs. BradleyBrendan CoyleReaganas ReaganAdrian RawlinsDoc Clementsas Doc ClementsAidan FeoreStage Manageras Stage ManagerDave LegenoPercyas PercyMichael CroninOld Gentlemanas Old GentlemanMichael PooleProfessoras ProfessorMichael ShannonDr. Morganas Dr. MorganCharity WakefieldField's Maidas Field's MaidJohn WarnabyGriswoldas Griswold
tt1496025,Underworld: Awakening,"When human forces discover the existence of the Vampire and Lycan clans, a war to eradicate both species commences. The vampire warrior Selene leads the battle against humankind.",Måns MårlindBjörn Stein,Len Wiseman(screenplay)John Hlavin(screenplay)J. Michael Straczynski(screenplay),Kate BeckinsaleMichael EalyIndia Eisley,Kate BeckinsaleSeleneas SeleneMichael EalyDetective Sebastianas Detective SebastianIndia EisleyEveas EveStephen ReaDr. Jacob Laneas Dr. Jacob LaneTheo JamesDavidas DavidSandrine HoltLidaas LidaCharles DanceThomasas ThomasKris Holden-RiedQuintas QuintJacob BlairOfficer Kolbas Officer KolbAdam Greydon ReidMed Tech #1as Med Tech #1Catlin AdamsOliviaas OliviaRobert LawrensonWaterfront Copas Waterfront CopLee MajdoubDesk Guard #1as Desk Guard #1John InnesMedical Supervisoras Medical SupervisorTyler McClendonScientistas ScientistPanouOld City Cop #1as Old City Cop #1Ian RozyloOld City Cop #2as Old City Cop #2Benita HaSurgical Nurseas Surgical Nurse
tt1506999,Haywire,A black ops super soldier seeks payback after she is betrayed and set up during a mission.,Steven Soderbergh,Lem Dobbs,Gina CaranoEwan McGregorMichael Fassbender,Gina CaranoMallory Kaneas Mallory KaneEwan McGregorKennethas KennethMichael FassbenderPaulas PaulMichael AngaranoScottas ScottChanning TatumAaronas AaronDebby Lynn RossDiner Waitressas Diner Waitress(as Debby Ross Rondell)Michael DouglasAlex Coblenzas Alex CoblenzAntonio BanderasRodrigoas RodrigoJulian AlcarazVictoras VictorEddie J. FernandezBarrosoas BarrosoLluís BotellaHelpful Guyas Helpful GuyLuis BotellaHelpful Guyas Helpful Guy(as Lluís Botella)Aaron CohenJamieas JamieMax ArciniegaGomezas GomezAnthony Brandon WongJiangas JiangJames FlynnHotel Clerkas Hotel ClerkKarl ShielsGoateeas GoateeMathieu KassovitzStuderas Studer
tt1520498,The Oogieloves in the Big Balloon Adventure,A black ops super soldier seeks payback after she is betrayed and set up during a mission.,Steven Soderbergh,Lem Dobbs,Gina CaranoEwan McGregorMichael Fassbender,Gina CaranoMallory Kaneas Mallory KaneEwan McGregorKennethas KennethMichael FassbenderPaulas PaulMichael AngaranoScottas ScottChanning TatumAaronas AaronDebby Lynn RossDiner Waitressas Diner Waitress(as Debby Ross Rondell)Michael DouglasAlex Coblenzas Alex CoblenzAntonio BanderasRodrigoas RodrigoJulian AlcarazVictoras VictorEddie J. FernandezBarrosoas BarrosoLluís BotellaHelpful Guyas Helpful GuyLuis BotellaHelpful Guyas Helpful Guy(as Lluís Botella)Aaron CohenJamieas JamieMax ArciniegaGomezas GomezAnthony Brandon WongJiangas JiangJames FlynnHotel Clerkas Hotel ClerkKarl ShielsGoateeas GoateeMathieu KassovitzStuderas Studer
tt1524137,Contraband,"To protect his brother-in-law from a drug lord, a former smuggler heads to Panama to score millions of dollars in counterfeit bills.",Baltasar Kormákur,Aaron Guzikowski(screenplay)Arnaldur Indriðason(film "Reykjavik-Rotterdam")Óskar Jónasson(film "Reykjavik-Rotterdam"),Mark WahlbergGiovanni RibisiKate Beckinsale,Mark WahlbergChris Farradayas Chris FarradayGiovanni RibisiTim Briggsas Tim BriggsKate BeckinsaleKate Farradayas Kate FarradayRobert WahlbergJohn Bryceas John BryceCaleb Landry JonesAndyas AndyJason MitchellWalteras WalterPaul LeBlancCBP Officialas CBP OfficialBen FosterSebastian Abneyas Sebastian AbneyMichael J. TaylorBand Member - Lead Vocalsas Band Member - Lead VocalsJohn Russ BroussardBand Member - Washboardas Band Member - WashboardMike Broussard Jr.Band Member - Saxophoneas Band Member - SaxophoneArthur ThomasBand Member - Drumsas Band Member - DrumsLukas HaasDanny Raymeras Danny RaymerAmber GaiennieDanny's Brideas Danny's BrideKent Jude BernardTommy Raymeras Tommy RaymerAndrew AutinBand Member - Guitaras Band Member - GuitarBeau St. PierreBand Member - Trumpetas Band Member - TrumpetAshton McGeeBand Member - Tromboneas Band Member - Trombone
tt1535438,Hope Springs,"After thirty years of marriage, a middle-aged couple attends an intense, week-long counseling session to work on their relationship.",David Frankel,Vanessa Taylor,Meryl StreepTommy Lee JonesSteve Carell,"Meryl StreepKayas KayTommy Lee JonesArnoldas ArnoldSteve CarellDoctor Feldas Doctor FeldJean SmartEileen, Kay's Friendas Eileen, Kay's FriendBen RappaportBrad, Their Sonas Brad, Their SonMarin IrelandMolly, Their Daughteras Molly, Their DaughterPatch DarraghMark, Their Son-in-Lawas Mark, Their Son-in-LawBrett RiceVince, Arnold's Friendas Vince, Arnold's FriendBecky Ann BakerCora, The Waitressas Cora, The WaitressElisabeth ShueKaren, The Bartenderas Karen, The BartenderCharles TechmanCharlie, The Docentas Charlie, The DocentDanny FlahertyDanny, The Bookstore Clerkas Danny, The Bookstore Clerk(as Daniel J. Flaherty)Damian YoungMike, The Innkeeperas Mike, The InnkeeperMimi RogersCarol, The Neighboras Carol, The NeighborAnn HaradaAnn, The Happy Wifeas Ann, The Happy WifeJack HaleyJack, The Happy Husbandas Jack, The Happy HusbandSusan MisnerDana, Doctor Feld's Wifeas Dana, Doctor Feld's WifeRony ClantonRonnie, The Taxi Driveras Ronnie, The Taxi Driver"
tt1540128,Playing for Keeps,A former sports star who's fallen on hard times starts coaching his son's football team as a way to get his life together. His attempts to become an adult are met with challenges from the attractive football moms who pursue him at every turn.,Gabriele Muccino,Robbie Fox,Gerard ButlerJessica BielDennis Quaid,Gerard ButlerGeorgeas GeorgeJessica BielStacieas StacieDennis QuaidCarlas CarlNoah LomaxLewisas LewisUma ThurmanPattias PattiCatherine Zeta-JonesDeniseas DeniseJames TupperMattas MattJudy GreerBarbas BarbAbella WyssAllyas AllyGrant GoodmanBillyas BillyGrant CollinsGriffinas GriffinAidan PotterHunteras HunterMarlena LernerSamanthaas Samantha(as Marlena Rayne Lerner)Iqbal ThebaParamas ParamSean O'BryanAssistant Coach Jacobas Assistant Coach JacobMike MartindaleCoach Lenas Coach LenJason GeorgeChip Johnstonas Chip JohnstonEmily SomersDawnas Dawn
